used	O
this	O
ingredient	O
before	O
,	O
it	O
	
s	O
a	O
good	O
idea	O
to	O
do	O
an	O
allergy	B-DISEASE
test	O
first	O
.	O
	
Rub	O
a	O
little	O
on	O
the	O
neck	O
or	O
on	O
the	O
inside	O
of	O
the	O
arm	O
,	O
then	O
observe	O
in	O
the	O
next	O
30	O
minutes	O
,	O
whether	O
there	O
is	O
an	O
inflammatory	O
reaction	O
,	O
itching	B-DISEASE
,	O
redness	O
.	O
	
If	O
you	O
see	O
signs	O
like	O
that	O
,	O
chances	O
are	O
you	O
don	O
	
t	O
match	O
the	O
ingredients	O
in	O
the	O
product	O
.	O
	
2	O
.	O
	
Use	O
Sunscreen	O
Ultraviolet	O
waves	O
in	O
sunlight	O
are	O
one	O
of	O
the	O
main	O
causes	O
of	O
wrinkles	B-DISEASE
on	O
the	O
skin	O
,	O
and	O
have	O
harmful	O
effects	O
on	O
dry	B-DISEASE
skin	I-DISEASE
.	O
	
Therefore	O
,	O
if	O
you	O
want	O
to	O
go	O
out	O
,	O
don	O
	
t	O
forget	O
to	O
apply	O
a	O
sunscreen	O
with	O
a	O
minimum	O
of	O
SPF	O
30	O
3	O
.	O
	
Avoid	O
Hot	O
Showers	O
Hot	O
showers	O
can	O
strip	O
natural	O
oils	O
from	O
skin	O
cells	O
,	O
reducing	O
skin	O
moisture	O
.	O
	
This	O
causes	O
the	O
skin	O
to	O
become	O
dry	O
and	O
prone	O
to	O
wrinkles	B-DISEASE
.	O
	
Especially	O
if	O
the	O
skin	O
is	O
easily	O
irritated	O
,	O
it	O
is	O
better	O
to	O
wash	O
your	O
face	O
with	O
water	O
at	O
a	O
normal	O
temperature	O
.	O
	
Don	O
	
t	O
forget	O
when	O
drying	O
it	O
,	O
don	O
	
t	O
rub	O
it	O
,	O
but	O
just	O
pat	O
it	O
lightly	O
.	O
	
4	O
.	O
	
Use	O
mild	O
soap	O
Use	O
a	O
mild	O
soap	O
that	O
matches	O
the	O
acidity	O
(	O
pH	O
)	O
of	O
the	O
skin	O
and	O
contains	O
a	O
moisturizer	O
.	O
	
In	O
general	O
,	O
this	O
soap	O
will	O
leave	O
a	O
slippery	O
impression	O
on	O
the	O
skin	O
.	O
	
Avoid	O
soaps	O
with	O
ingredients	O
that	O
are	O
too	O
harsh	O
,	O
contain	O
antiseptics	O
,	O
and	O
are	O
not	O
in	O
accordance	O
with	O
the	O
pH	O
of	O
the	O
skin	O
.	O
	
Generally	O
,	O
this	O
soap	O
will	O
leave	O
a	O
rough	O
impression	O
on	O
the	O
skin	O
,	O
and	O
can	O
make	O
the	O
skin	O
dry	O
.	O
	
5	O
.	O
Be	O
careful	O
in	O
choosing	O
skincare	O
products	O
Do	O
not	O
use	O
products	O
that	O
contain	O
alcohol	B-CHEMICAL
,	O
because	O
it	O
can	O
make	O
the	O
skin	O
more	O
dry	O
and	O
irritated	O
.	O
	
Treatment	O
products	O
that	O
contain	O
alcohol	B-CHEMICAL
are	O
generally	O
toners	O
.	O
	
You	O
can	O
use	O
a	O
gentle	O
toner	O
without	O
alcohol	B-CHEMICAL
for	O
dry	O
and	O
sensitive	O
skin	O
.	O
	
Cleaning	O
products	O
(	O
cleansers	O
)	O
that	O
are	O
too	O
strong	O
can	O
also	O
make	O
the	O
skin	O
dry	O
and	O
irritated	O
.	O
	
Choose	O
cleaning	O
products	O
labeled	O
â€œ	O
hypoallergenic	O
â€	O
that	O
is	O
safe	O
for	O
dry	O
and	O
sensitive	O
skin	O
.	O
	
Face	O
masks	O
that	O
aim	O
to	O
remove	O
blackheads	O
and	O
shrink	O
pores	O
generally	O
also	O
have	O
the	O
potential	O
to	O
make	O
the	O
skin	O
dry	O
.	O
	
If	O
your	O
skin	O
is	O
dry	O
,	O
choose	O
a	O
mask	O
that	O
provides	O
moisture	O
and	O
can	O
``	O
calm	O
``	O
the	O
skin	O
.	O
	
But	O
if	O
you	O
also	O
have	O
problems	O
with	O
blackheads	O
and	O
large	O
pores	O
,	O
only	O
use	O
a	O
blackhead	O
mask	O
on	O
certain	O
problem	O
areas	O
.	O
	
The	O
products	O
you	O
mention	O
are	O
of	O
a	O
different	O
class	O
and	O
have	O
different	O
functions	O
:	O
-	O
ceramides	B-CHEMICAL
:	O
are	O
a	O
class	O
of	O
fatty	B-CHEMICAL
acids	I-CHEMICAL
used	O
to	O
repair	O
the	O
skin	O
barrier	O
,	O
usually	O
found	O
in	O
toner	O
or	O
moisturizer	O
mixtures	O
-	O
Retinol	B-CHEMICAL
:	O
the	O
active	O
ingredient	O
of	O
vitamin	B-CHEMICAL
A	I-CHEMICAL
which	O
helps	O
stimulate	O
the	O
formation	O
of	O
collagen	B-GENETIC
.	O
	
There	O
are	O
many	O
types	O
or	O
levels	O
,	O
some	O
of	O
which	O
are	O
sold	O
over	O
-	O
the	O
-	O
counter	O
such	O
as	O
retinol	B-CHEMICAL
,	O
retinaldehyde	B-CHEMICAL
,	O
retinyl	B-CHEMICAL
palmitate	I-CHEMICAL
.	O
	
Stronger	O
retinol	B-CHEMICAL
groups	O
such	O
as	O
tretinoin	B-CHEMICAL
require	O
a	O
doctor	O
	
s	O
prescription	O
and	O
require	O
supervision	O
.	O
	
Because	O
it	O
is	O
an	O
active	O
ingredient	O
,	O
it	O
often	O
gives	O
side	O
effects	O
such	O
as	O
irritation	B-DISEASE
or	O
redness	B-DISEASE
of	I-DISEASE
the	I-DISEASE
skin	I-DISEASE
.	O
	
-	O
peptides	B-CHEMICAL
:	O
chains	O
of	O
amino	B-CHEMICAL
acids	I-CHEMICAL
(	O
proteins	O
)	O
that	O
help	O
stimulate	O
collagen	B-GENETIC
.	O
	
Similar	O
in	O
function	O
to	O
ceramides	B-CHEMICAL
.	O
	
Which	O
one	O
is	O
more	O
suitable	O
,	O
you	O
should	O
consult	O
a	O
dermatologist	O
considering	O
that	O
skin	O
conditions	O
need	O
to	O
be	O
seen	O
directly	O
and	O
are	O
different	O
for	O
each	O
person	O
.	O
	
In	O
addition	O
,	O
continue	O
to	O
apply	O
a	O
healthy	O
lifestyle	O
where	O
in	O
addition	O
to	O
facial	O
care	O
products	O
also	O
consume	O
vegetables	O
and	O
fruit	O
and	O
drink	O
enough	O
water	O
so	O
that	O
the	O
skin	O
remains	O
well	O
hydrated	O
.	O
	
That	O
	
s	O
all	O
we	O
can	O
say	O
Regards	O
,	O
Dry	B-DISEASE
Skin	I-DISEASE
,	O
What	O
Should	O
You	O
Do	O
?	O
	
Female	O
,	O
19	O
years	O
old	O
.	O
	
Excuse	O
me	O
,	O
doc	O
,	O
I	O
have	O
a	O
complaint	O
of	O
red	O
skin	O
on	O
my	O
face	O
,	O
it	O
hurts	O
and	O
it	O
	
s	O
full	O
of	O
thoughts	O
,	O
what	O
should	O
I	O
do	O
,	O
doc	O
Thank	O
you	O
for	O
using	O
the	O
Klikdokter	O
.	O
com	O
e	O
-	O
consultation	O
service	O
We	O
understand	O
your	O
concern	O
.	O
	
Red	O
,	O
scaly	O
,	O
and	O
sore	B-DISEASE
skin	I-DISEASE
is	O
a	O
sign	O
of	O
dry	B-DISEASE
skin	I-DISEASE
conditions	I-DISEASE
.	O
	
Several	O
factors	O
can	O
cause	O
dry	B-DISEASE
skin	I-DISEASE
,	O
including	O
:	O
Air	O
that	O
is	O
dry	O
(	O
low	O
humidity	O
)	O
and	O
cold	O
or	O
too	O
hot	O
Frequent	O
showers	O
with	O
hot	O
water	O
Frequent	O
swimming	O
in	O
water	O
that	O
contains	O
chlorine	B-CHEMICAL
Bathing	O
with	O
soap	O
that	O
is	O
``	O
hard	O
``	O
for	O
the	O
skin	O
will	O
strip	O
the	O
skin	O
of	O
its	O
natural	O
moisture	O
.	O
	
Generally	O
,	O
this	O
type	O
of	O
soap	O
will	O
leave	O
a	O
rough	O
feeling	O
on	O
the	O
skin	O
.	O
	
Frequent	O
exposure	O
to	O
the	O
sun	O
	
s	O
ultraviolet	O
rays	O
will	O
cause	O
damage	O
to	O
the	O
skin	O
layer	O
,	O
which	O
can	O
cause	O
dry	O
,	O
sagging	O
,	O
and	O
wrinkled	O
skin	O
Certain	O
skin	B-DISEASE
diseases	I-DISEASE
such	O
as	O
atopic	B-DISEASE
dermatitis	I-DISEASE
,	O
psoriasis	B-DISEASE
,	O
ichthyosis	B-DISEASE
,	O
and	O
others	O
,	O
can	O
make	O
the	O
skin	O
prone	O
to	O
dryness	O
.	O
	
Your	O
skin	B-DISEASE
complaints	I-DISEASE
can	O
also	O
be	O
caused	O
by	O
allergies	B-DISEASE
,	O
irritation	B-DISEASE
,	O
and	O
skin	B-DISEASE
incompatibility	I-DISEASE
with	O
the	O
cosmetic	O
products	O
or	O
facial	O
cleansers	O
you	O
use	O
.	O
	
It	O
	
s	O
a	O
shame	O
we	O
can	O
	
t	O
determine	O
it	O
without	O
an	O
in	O
-	O
person	O
inspection	O
.	O
	
We	O
recommend	O
that	O
you	O
check	O
your	O
facial	O
skin	O
with	O
the	O
nearest	O
dermatologist	O
.	O
	
If	O
the	O
cause	O
has	O
been	O
found	O
,	O
then	O
optimal	O
treatment	O
can	O
be	O
given	O
to	O
prevent	O
further	O
skin	O
damage	O
.	O
	
There	O
are	O
several	O
things	O
you	O
can	O
do	O
to	O
keep	O
your	O
skin	O
from	O
drying	O
out	O
,	O
including	O
:	O
Use	O
a	O
moisturizer	O
.	O
	
Don	O
	
t	O
forget	O
to	O
always	O
use	O
moisturizer	O
,	O
both	O
on	O
the	O
face	O
and	O
on	O
the	O
body	O
.	O
	
Applying	O
moisturizer	O
is	O
not	O
only	O
useful	O
for	O
increasing	O
skin	O
hydration	O
,	O
it	O
also	O
functions	O
to	O
``	O
lock	O
``	O
water	O
or	O
moisture	O
so	O
it	O
doesn	O
	
t	O
evaporate	O
from	O
the	O
skin	O
.	O
	
For	O
the	O
morning	O
or	O
afternoon	O
,	O
use	O
a	O
moisturizer	O
with	O
a	O
lighter	O
texture	O
that	O
contains	O
sunscreen	O
(	O
at	O
least	O
SPF	O
15	O
)	O
in	O
order	O
to	O
ward	O
off	O
the	O
harmful	O
effects	O
of	O
the	O
sun	O
	
s	O
ultraviolet	O
rays	O
.	O
	
At	O
night	O
,	O
a	O
thicker	O
moisturizer	O
can	O
be	O
used	O
.	O
	
If	O
your	O
skin	O
is	O
not	O
too	O
dry	O
,	O
you	O
can	O
use	O
any	O
type	O
of	O
lotion	O
.	O
	
But	O
if	O
your	O
skin	O
is	O
very	O
dry	O
,	O
you	O
should	O
use	O
a	O
thicker	O
moisturizer	O
,	O
such	O
as	O
cream	O
,	O
body	O
butter	O
,	O
body	O
balm	O
,	O
or	O
you	O
can	O
also	O
add	O
oil	O
(	O
olive	O
oil	O
,	O
baby	O
oil	O
,	O
coconut	O
oil	O
,	O
argan	O
oil	O
,	O
jojoba	O
oil	O
,	O
etc	O
.	O
)	O
.	O
)	O
	
into	O
the	O
humidifier	O
.	O
	
The	O
best	O
time	O
to	O
apply	O
moisturizer	O
is	O
when	O
you	O
have	O
just	O
finished	O
taking	O
a	O
shower	O
,	O
which	O
is	O
when	O
your	O
skin	O
is	O
still	O
half	O
wet	O
and	O
is	O
the	O
easiest	O
to	O
absorb	O
.	O
	
Do	O
not	O
rub	O
the	O
skin	O
with	O
a	O
towel	O
to	O
dry	O
it	O
,	O
just	O
pat	O
gently	O
to	O
avoid	O
irritation	B-DISEASE
.	O
	
Do	O
not	O
use	O
the	O
scrub	O
too	O
often	O
.	O
	
The	O
scrub	O
is	O
important	O
to	O
use	O
to	O
exfoliate	O
dead	O
skin	O
cells	O
so	O
that	O
the	O
skin	O
looks	O
radiant	O
and	O
not	O
dull	O
.	O
	
However	O
,	O
using	O
it	O
too	O
often	O
will	O
make	O
the	O
skin	O
dry	O
.	O
	
Especially	O
if	O
your	O
skin	O
is	O
already	O
dry	O
,	O
exfoliating	O
too	O
often	O
will	O
actually	O
make	O
the	O
skin	O
even	O
drier	O
and	O
irritated	O
.	O
	
Do	O
a	O
maximum	O
scrub	O
once	O
a	O
week	O
.	O
	
You	O
can	O
also	O
use	O
products	O
that	O
contain	O
alpha	B-CHEMICAL
hydroxy	I-CHEMICAL
acid	I-CHEMICAL
(	O
AHA	B-CHEMICAL
)	O
or	O
beta	B-CHEMICAL
-	I-CHEMICAL
hydroxy	I-CHEMICAL
acid	I-CHEMICAL
(	O
BHA	I-CHEMICAL
)	O
which	O
can	O
chemically	O
exfoliate	O
dead	O
skin	O
without	O
using	O
harsh	O
granules	O
.	O
	
Do	O
not	O
use	O
hot	O
water	O
for	O
bathing	O
.	O
	
You	O
can	O
use	O
cold	O
or	O
warm	O
water	O
instead	O
of	O
hot	O
water	O
.	O
	
Don	O
	
t	O
shower	O
too	O
long	O
.	O
	
Limit	O
your	O
shower	O
time	O
to	O
10	O
minutes	O
if	O
you	O
have	O
dry	B-DISEASE
skin	I-DISEASE
.	O
	
Use	O
a	O
mild	O
soap	O
.	O
	
Use	O
a	O
mild	O
soap	O
that	O
matches	O
the	O
acidity	O
(	O
pH	O
)	O
of	O
the	O
skin	O
and	O
contains	O
a	O
moisturizer	O
.	O
	
In	O
general	O
,	O
this	O
soap	O
will	O
leave	O
a	O
slippery	O
impression	O
on	O
the	O
skin	O
.	O
	
Avoid	O
soaps	O
with	O
ingredients	O
that	O
are	O
too	O
harsh	O
,	O
contain	O
antiseptics	O
,	O
and	O
are	O
not	O
in	O
accordance	O
with	O
the	O
pH	O
of	O
the	O
skin	O
.	O
	
Generally	O
,	O
this	O
soap	O
will	O
leave	O
a	O
rough	O
impression	O
on	O
the	O
skin	O
,	O
and	O
can	O
make	O
the	O
skin	O
dry	O
.	O
	
If	O
your	O
skin	O
is	O
very	O
dry	O
and	O
is	O
experiencing	O
irritation	O
or	O
infection	O
,	O
a	O
bar	O
of	O
soap	O
can	O
be	O
a	O
good	O
choice	O
.	O
	
But	O
if	O
you	O
still	O
want	O
to	O
use	O
liquid	O
soap	O
,	O
first	O
dilute	O
it	O
with	O
water	O
.	O
	
Carefully	O
choose	O
skincare	O
products	O
.	O
	
Do	O
not	O
use	O
products	O
that	O
contain	O
alcohol	B-CHEMICAL
,	O
because	O
it	O
can	O
make	O
the	O
skin	O
more	O
dry	O
and	O
irritated	O
.	O
	
Treatment	O
products	O
that	O
contain	O
alcohol	B-CHEMICAL
are	O
generally	O
toners	O
.	O
	
You	O
can	O
use	O
a	O
gentle	O
toner	O
without	O
alcohol	B-CHEMICAL
for	O
dry	O
and	O
sensitive	O
skin	O
.	O
	
Cleaning	O
products	O
(	O
cleansers	O
)	O
that	O
are	O
too	O
strong	O
can	O
also	O
make	O
the	O
skin	O
dry	O
and	O
irritated	O
.	O
	
Choose	O
cleaning	O
products	O
labeled	O
â€œ	O
hypoallergenic	O
â€	O
that	O
is	O
safe	O
for	O
dry	O
and	O
sensitive	O
skin	O
.	O
	
Face	O
masks	O
that	O
aim	O
to	O
remove	O
blackheads	O
and	O
shrink	O
pores	O
generally	O
also	O
have	O
the	O
potential	O
to	O
make	O
the	O
skin	O
dry	O
.	O
	
If	O
your	O
skin	O
is	O
dry	O
,	O
choose	O
a	O
mask	O
that	O
provides	O
moisture	O
and	O
can	O
``	O
calm	O
``	O
the	O
skin	O
.	O
	
But	O
if	O
you	O
also	O
have	O
blackheads	O
and	O
large	O
pores	O
,	O
just	O
use	O
a	O
blackhead	O
mask	O
in	O
certain	O
problem	O
areas	O
.	O
	
Powder	O
(	O
powder	O
)	O
and	O
matte	O
(	O
matte	O
)	O
makeup	O
will	O
not	O
look	O
beautiful	O
on	O
dry	O
skin	O
.	O
	
Therefore	O
,	O
choose	O
a	O
cream	O
or	O
liquid	O
type	O
of	O
makeup	O
so	O
that	O
it	O
sticks	O
well	O
and	O
lasts	O
longer	O
.	O
	
Powder	O
type	O
makeup	O
will	O
only	O
make	O
dry	B-DISEASE
skin	I-DISEASE
look	O
clearer	O
and	O
scaly	O
.	O
	
This	O
is	O
the	O
information	O
that	O
can	O
be	O
conveyed	O
.	O
	
May	O
be	O
useful	O
.	O
	
Regards	O
,	O
Hair	B-DISEASE
loss	I-DISEASE
Male	O
,	O
15	O
years	O
.	O
	
Doc	O
,	O
I	O
want	O
to	O
ask	O
why	O
my	O
hair	O
often	O
falls	O
out	O
and	O
sometimes	O
it	O
feels	O
like	O
there	O
is	O
fluid	O
or	O
I	O
don	O
	
t	O
know	O
what	O
it	O
is	O
,	O
please	O
provide	O
a	O
solution	O
,	O
doc	O
,	O
I	O
want	O
to	O
go	O
back	O
to	O
normal	O
Hello	O
I	O
understand	O
your	O
complaint	O
and	O
I	O
understand	O
your	O
concern	O
.	O
	
Many	O
causes	O
of	O
hair	B-DISEASE
loss	I-DISEASE
can	O
be	O
due	O
to	O
genetic	O
influences	O
or	O
due	O
to	O
related	O
diseases	O
such	O
as	O
fungal	B-DISEASE
infections	I-DISEASE
or	O
hypothyroidism	B-DISEASE
.	O
	
However	O
,	O
a	O
direct	O
physical	O
examination	O
is	O
needed	O
to	O
enforce	O
it	O
.	O
	
Let	O
us	O
explain	O
about	O
the	O
various	O
causes	O
of	O
hair	B-DISEASE
loss	I-DISEASE
.	O
	
Normal	O
hair	O
growth	O
lasts	O
for	O
2	O
-	O
6	O
years	O
.	O
	
Each	O
hair	O
grows	O
by	O
1	O
cm	O
/	O
month	O
in	O
this	O
phase	O
.	O
	
About	O
90	O
%	O
of	O
the	O
hair	O
on	O
the	O
head	O
grows	O
at	O
any	O
time	O
,	O
the	O
remaining	O
10	O
%	O
is	O
in	O
the	O
resting	O
phase	O
.	O
	
After	O
2	O
-	O
3	O
months	O
,	O
the	O
hair	O
that	O
is	O
in	O
the	O
resting	O
phase	O
falls	O
out	O
and	O
new	O
hair	O
begins	O
to	O
grow	O
in	O
the	O
same	O
place	O
.	O
	
It	O
	
s	O
normal	O
to	O
get	O
hair	B-DISEASE
loss	I-DISEASE
every	O
day	O
.	O
	
The	O
average	O
scalp	O
has	O
about	O
100	O
,	O
0	O
hairs	O
,	O
and	O
roughly	O
50	O
-	O
100	O
hairs	O
fall	O
out	O
each	O
day	O
.	O
	
This	O
is	O
still	O
within	O
normal	O
limits	O
.	O
	
Thin	O
hair	O
is	O
caused	O
by	O
hair	B-DISEASE
loss	I-DISEASE
.	O
	
If	O
your	O
hair	O
is	O
already	O
losing	O
more	O
than	O
100	O
strands	O
of	O
hair	O
per	O
day	O
,	O
there	O
are	O
several	O
things	O
that	O
can	O
be	O
a	O
contributing	O
factor	O
,	O
namely	O
hereditary	O
factors	O
(	O
heredity	O
)	O
and	O
acquired	O
factors	O
(	O
due	O
to	O
certain	O
diseases	O
or	O
conditions	O
)	O
.	O
	
Hair	B-DISEASE
loss	I-DISEASE
caused	O
by	O
hereditary	O
factors	O
,	O
can	O
not	O
be	O
cured	O
,	O
what	O
can	O
be	O
done	O
is	O
to	O
prevent	O
hair	B-DISEASE
loss	I-DISEASE
from	O
being	O
too	O
fast	O
.	O
	
As	O
for	O
the	O
acquired	O
factors	O
,	O
it	O
can	O
be	O
caused	O
by	O
certain	O
diseases	O
such	O
as	O
fungus	O
on	O
the	O
scalp	O
,	O
anemia	B-DISEASE
,	O
fever	B-DISEASE
,	O
typhus	B-DISEASE
,	O
or	O
due	O
to	O
certain	O
conditions	O
such	O
as	O
incorrect	O
hair	O
care	O
.	O
	
There	O
are	O
several	O
tips	O
that	O
you	O
can	O
do	O
,	O
to	O
prevent	O
hair	B-DISEASE
loss	I-DISEASE
,	O
such	O
as	O
:	O
eat	O
a	O
lot	O
of	O
foods	O
that	O
contain	O
lots	O
of	O
protein	O
and	O
iron	B-CHEMICAL
avoid	O
stress	O
avoid	O
drugs	O
that	O
interfere	O
with	O
hair	O
growth	O
diligent	O
exercise	O
to	O
improve	O
blood	O
circulation	O
enough	O
rest	O
stop	O
smoking	O
(	O
in	O
those	O
who	O
smoke	O
)	O
Avoid	O
using	O
a	O
hairdryer	O
and	O
wash	O
your	O
hair	O
with	O
hot	O
water	O
Avoid	O
using	O
chemicals	O
in	O
hair	O
If	O
you	O
have	O
done	O
these	O
things	O
,	O
but	O
the	O
loss	O
does	O
not	O
decrease	O
,	O
immediately	O
consult	O
a	O
Dermatologist	O
to	O
be	O
evaluated	O
for	O
the	O
possibility	O
of	O
a	O
fungal	B-DISEASE
infection	I-DISEASE
on	O
your	O
scalp	O
or	O
other	O
underlying	O
causes	O
.	O
	
Usually	O
,	O
the	O
therapies	O
given	O
include	O
injections	O
of	O
drugs	O
directly	O
on	O
the	O
scalp	O
(	O
mesotherapy	O
)	O
,	O
PRP	O
therapy	O
to	O
hair	O
transplants	O
for	O
long	O
-	O
term	O
effects	O
.	O
	
Read	O
Also	O
Know	O
5	O
Causes	O
of	O
Hair	B-DISEASE
Loss	I-DISEASE
Natural	O
Ingredients	O
to	O
Prevent	O
Hair	B-DISEASE
Loss	I-DISEASE
Thank	O
you	O
for	O
consulting	O
through	O
the	O
Ask	O
a	O
Doctor	O
feature	O
.	O
	
Do	O
not	O
hesitate	O
to	O
return	O
to	O
consult	O
if	O
there	O
are	O
still	O
other	O
complaints	O
,	O
yes	O
.	O
	
You	O
can	O
also	O
consult	O
through	O
the	O
KlikDokter	O
Application	O
anytime	O
and	O
anywhere	O
by	O
downloading	O
the	O
Klikdokter	O
application	O
via	O
the	O
Play	O
Store	O
/	O
Android	O
:	O
Store	O
:	O
n01yug7	O
Wish	O
you	O
good	O
health	O
always	O
.	O
Overcoming	O
Acne	B-DISEASE
Female	O
,	O
18	O
years	O
.	O
	
I	O
rarely	O
get	O
pimples	O
,	O
almost	O
never	O
but	O
suddenly	O
there	O
are	O
a	O
lot	O
of	O
them	O
like	O
breakouts	O
but	O
inflamed	O
so	O
irritated	O
because	O
initially	O
,	O
I	O
used	O
a	O
coffee	O
mask	O
ðŸ™‚	O
how	O
did	O
I	O
get	O
rid	O
of	O
it	O
max	O
before	O
Hello	O
I	O
understand	O
your	O
complaint	O
and	O
I	O
understand	O
your	O
concern	O
.	O
	
The	O
exact	O
cause	O
of	O
acne	B-DISEASE
is	O
not	O
known	O
,	O
but	O
there	O
are	O
various	O
factors	O
that	O
are	O
known	O
to	O
be	O
associated	O
with	O
this	O
disease	O
:	O
Stress	O
Hormonal	O
factors	O
.	O
	
One	O
of	O
the	O
important	O
factors	O
that	O
cause	O
blackheads	O
and	O
acne	B-DISEASE
is	O
the	O
increased	O
production	O
of	O
the	O
hormone	B-CHEMICAL
testosterone	I-CHEMICAL
,	O
which	O
is	O
owned	O
by	O
both	O
male	O
and	O
female	O
bodies	O
.	O
	
The	O
testosterone	B-CHEMICAL
hormone	I-CHEMICAL
found	O
in	O
the	O
bodies	O
of	O
both	O
men	O
and	O
women	O
triggers	O
acne	B-DISEASE
by	O
stimulating	O
the	O
sebaceous	O
glands	O
to	O
produce	O
excess	O
skin	O
oil	O
(	O
sebum	O
)	O
.	O
	
Overactive	O
oil	O
glands	O
Descendants	O
of	O
parents	O
Bacteria	O
in	O
the	O
skin	O
pores	O
Acne	B-DISEASE
treatment	O
also	O
needs	O
to	O
pay	O
attention	O
to	O
the	O
above	O
factors	O
.	O
	
Acne	B-DISEASE
can	O
reappear	O
if	O
the	O
above	O
factors	O
can	O
not	O
be	O
controlled	O
properly	O
.	O
	
In	O
addition	O
to	O
treatment	O
,	O
it	O
does	O
require	O
patience	O
,	O
it	O
also	O
requires	O
control	O
of	O
diet	O
,	O
facial	O
cleansing	O
habits	O
,	O
stress	O
control	O
,	O
and	O
so	O
on	O
.	O
	
The	O
effect	O
of	O
food	O
on	O
acne	B-DISEASE
is	O
still	O
widely	O
debated	O
and	O
results	O
are	O
often	O
found	O
individually	O
,	O
however	O
,	O
if	O
after	O
a	O
certain	O
period	O
of	O
time	O
it	O
gives	O
the	O
best	O
results	O
,	O
then	O
a	O
low	O
-	O
fat	O
,	O
low	O
-	O
carbohydrate	B-CHEMICAL
diet	O
and	O
controlled	O
consumption	O
of	O
dairy	O
products	O
should	O
be	O
maintained	O
.	O
	
Consumption	O
of	O
low	O
-	O
carbohydrate	B-CHEMICAL
foods	O
can	O
affect	O
hormonal	O
control	O
of	O
acne	B-DISEASE
so	O
that	O
acne	B-DISEASE
can	O
improve	O
.	O
	
Controlled	O
blood	O
sugar	B-CHEMICAL
levels	O
can	O
improve	O
acne	B-DISEASE
conditions	I-DISEASE
.	O
	
In	O
addition	O
,	O
dairy	O
products	O
and	O
fatty	O
foods	O
should	O
also	O
be	O
avoided	O
.	O
	
These	O
foods	O
can	O
cause	O
an	O
increase	O
in	O
oil	O
in	O
the	O
skin	O
	
s	O
sebaceous	O
glands	O
,	O
triggering	O
acne	B-DISEASE
.	O
	
Acne	B-DISEASE
treatment	O
is	O
based	O
on	O
reducing	O
oil	O
production	O
,	O
fighting	O
bacterial	B-DISEASE
infections	I-DISEASE
,	O
accelerating	O
skin	O
cell	O
turnover	O
,	O
and	O
reducing	O
inflammation	B-DISEASE
.	O
	
Most	O
acne	B-DISEASE
medications	O
don	O
	
t	O
give	O
results	O
in	O
the	O
first	O
4	O
-	O
6	O
weeks	O
.	O
	
Treatment	O
given	O
can	O
include	O
external	O
treatment	O
as	O
well	O
as	O
oral	O
medications	O
depending	O
on	O
the	O
severity	O
of	O
acne	B-DISEASE
.	O
	
Wash	O
your	O
face	O
with	O
a	O
special	O
face	O
wash	O
for	O
acne	B-DISEASE
