serta	O	
garis	O	
-	O	
garis	O	
halus	O	
.	O	
		
Jika	O	
timbul	O	
keriput	B-DISEASE	
pada	O	
kulit	B-DISEASE	
kering	I-DISEASE	
Anda	O	
,	O	
sebaiknya	O	
hindari	O	
bentuk	O	
produk	O	
kulit	O	
seperti	O	
serum	O	
dan	O	
gel	O	
.	O	
		
Pilihlah	O	
produk	O	
berbentuk	O	
krim	O	
yang	O	
lebih	O	
tebal	O	
dengan	O	
tekstur	O	
yang	O	
lebih	O	
lunak	O	
.	O	
		
Anda	O	
bisa	O	
memilih	O	
pelembab	O	
yang	O	
mengandung	O	
hyaluronic	B-CHEMICAL	
acid	I-CHEMICAL	
,	O	
ceramide	B-CHEMICAL	
.	O	
		
Jika	O	
sebelumnya	O	
Anda	O	
belum	O	
pernah	O	
menggunakan	O	
kandungan	O	
ini	O	
,	O	
baiknya	O	
Anda	O	
melakukan	O	
uji	O	
alergi	B-DISEASE	
dahulu	O	
.	O	
		
Usapkan	O	
sedikit	O	
di	O	
bagian	O	
leher	O	
atau	O	
di	O	
lengan	O	
bagian	O	
dalam	O	
,	O	
kemudian	O	
amati	O	
dalam	O	
30	O	
menit	O	
ke	O	
depan	O	
,	O	
apakah	O	
ada	O	
reaksi	O	
peradangan	B-DISEASE	
,	O	
gatal	B-DISEASE	
,	O	
merah	O	
-	O	
merah	O	
.	O	
		
Jika	O	
muncul	O	
tanda	O	
seperti	O	
itu	O	
,	O	
kemungkinan	O	
Anda	O	
tidak	O	
cocok	O	
dengan	O	
kandungan	O	
dalam	O	
produk	O	
tersebut	O	
.	O	
		
2	O	
.	O	
		
Gunakan	O	
Tabir	O	
Surya	O	
Gelombang	O	
ultraviolet	O	
pada	O	
sinar	O	
matahari	O	
merupakan	O	
salah	O	
satu	O	
penyebab	O	
utama	O	
munculnya	O	
keriput	B-DISEASE	
pada	O	
kulit	O	
,	O	
dan	O	
memiliki	O	
efek	O	
yang	O	
berbahaya	O	
bagi	O	
kulit	B-DISEASE	
kering	I-DISEASE	
.	O	
		
Oleh	O	
karena	O	
itu	O	
,	O	
jika	O	
hendak	O	
pergi	O	
keluar	O	
,	O	
jangan	O	
lupa	O	
untuk	O	
mengoleskan	O	
tabir	O	
surya	O	
dengan	O	
minimal	O	
SPF	O	
30	O	
3	O	
.	O	
		
Hindari	O	
Mandi	O	
Air	O	
Panas	O	
Mandi	O	
air	O	
panas	O	
dapat	O	
meluruhkan	O	
minyak	O	
alami	O	
dari	O	
sel	O	
kulit	O	
sehingga	O	
mengurangi	O	
kelembapan	O	
kulit	O	
.	O	
		
Hal	O	
itulah	O	
yang	O	
menyebabkan	O	
kulit	O	
menjadi	O	
kering	O	
dan	O	
mudah	O	
keriput	B-DISEASE	
.	O	
		
Terlebih	O	
jika	O	
kulit	O	
mudah	O	
iritasi	B-DISEASE	
,	O	
baiknya	O	
cuci	O	
wajah	O	
dengan	O	
air	O	
dengan	O	
suhu	O	
biasa	O	
saja	O	
.	O	
		
Jangan	O	
lupa	O	
saat	O	
mengeringkannya	O	
jangan	O	
di	O	
gosok	O	
,	O	
melainkan	O	
di	O	
tepuk	O	
-	O	
tepuk	O	
ringan	O	
saja	O	
.	O	
		
4	O	
.	O	
		
Gunakan	O	
sabun	O	
lembut	O	
Gunakan	O	
sabun	O	
lembut	O	
yang	O	
sesuai	O	
dengan	O	
keasaman	O	
(	O	
pH	O	
)	O	
kulit	O	
dan	O	
mengandung	O	
pelembap	O	
.	O	
		
Pada	O	
umumnya	O	
sabun	O	
ini	O	
akan	O	
meninggalkan	O	
kesan	O	
licin	O	
di	O	
kulit	O	
.	O	
		
Hindari	O	
sabun	O	
dengan	O	
kandungan	O	
yang	O	
terlalu	O	
keras	O	
,	O	
mengandung	O	
antiseptik	O	
,	O	
dan	O	
tidak	O	
sesuai	O	
dengan	O	
pH	O	
kulit	O	
.	O	
		
Umumnya	O	
sabun	O	
ini	O	
akan	O	
meninggalkan	O	
kesan	O	
kesat	O	
pada	O	
kulit	O	
,	O	
dan	O	
dapat	O	
membuat	O	
kulit	O	
menjadi	O	
kering	O	
.	O	
		
5	O	
.	O	
Hati	O	
-	O	
hati	O	
memilih	O	
produk	O	
perawatan	O	
kulit	O	
Jangan	O	
menggunakan	O	
produk	O	
yang	O	
mengandung	O	
alkohol	B-CHEMICAL	
,	O	
karena	O	
dapat	O	
membuat	O	
kulit	O	
menjadi	O	
lebih	O	
kering	O	
dan	O	
iritasi	B-DISEASE	
.	O	
		
Produk	O	
perawatan	O	
yang	O	
mengandung	O	
alkohol	B-CHEMICAL	
umumnya	O	
adalah	O	
toner	O	
.	O	
		
Anda	O	
dapat	O	
menggunakan	O	
toner	O	
lembut	O	
tanpa	O	
alkohol	B-CHEMICAL	
untuk	O	
kulit	B-DISEASE	
kering	I-DISEASE	
dan	O	
sensitif	O	
.	O	
		
Produk	O	
pembersih	O	
(	O	
cleanser	O	
)	O	
yang	O	
terlalu	O	
kuat	O	
juga	O	
dapat	O	
membuat	O	
kulit	B-DISEASE	
kering	I-DISEASE	
dan	O	
iritasi	B-DISEASE	
.	O	
		
Pilihlah	O	
produk	O	
pembersih	O	
dengan	O	
label	O	
â€œ	O	
hipoalergenik	O	
â€	O	
yang	O	
aman	O	
untuk	O	
kulit	B-DISEASE	
kering	I-DISEASE	
dan	O	
sensitif	O	
.	O	
		
Masker	O	
wajah	O	
yang	O	
bertujuan	O	
untuk	O	
menghilangkan	O	
komedo	O	
dan	O	
mengecilkan	O	
pori	O	
umumnya	O	
juga	O	
berpotensi	O	
untuk	O	
membuat	O	
kulit	O	
menjadi	O	
kering	O	
.	O	
		
Jika	O	
kulit	O	
Anda	O	
kering	O	
,	O	
pilihlah	O	
masker	O	
yang	O	
memberikan	O	
kelembapan	O	
dan	O	
dapat	O	
â€œ	O	
menenangkan	O	
â€	O	
kulit	O	
.	O	
		
Namun	O	
jika	O	
Anda	O	
juga	O	
memiliki	O	
masalah	O	
komedo	O	
dan	O	
pori	O	
yang	O	
besar	O	
,	O	
hanya	O	
gunakan	O	
masker	O	
komedo	O	
di	O	
area	O	
tertentu	O	
yang	O	
bermasalah	O	
.	O	
		
Produk	O	
yang	O	
Anda	O	
sebutkan	O	
merupakan	O	
gologan	O	
yang	O	
berbeda	O	
dan	O	
fungsi	O	
yang	O	
berbeda	O	
:	O	
-	O	
ceramide	B-CHEMICAL	
:	O	
merupakan	O	
golongan	O	
asam	O	
lemak	O	
yang	O	
digunakan	O	
untuk	O	
memperbaiki	O	
barier	O	
kulit	O	
,	O	
biasanya	O	
ditemukan	O	
dalam	O	
campuran	O	
toner	O	
atau	O	
pelembab	O	
-	O	
retinol	B-CHEMICAL	
:	O	
bahan	O	
aktif	O	
dari	O	
vitamin	B-CHEMICAL	
A	I-CHEMICAL	
yang	O	
membantu	O	
merangsang	O	
pembentukan	O	
kolagen	B-GENETIC	
.	O	
		
Ada	O	
banyak	O	
jenis	O	
atau	O	
tingkatannya	O	
,	O	
beberapa	O	
yang	O	
dijual	O	
bebas	O	
speerti	O	
retinol	B-CHEMICAL	
,	O	
retinaldehyde	B-CHEMICAL	
,	O	
retinyl	B-CHEMICAL	
palmitate	I-CHEMICAL	
.	O	
		
Golongan	O	
retinol	B-CHEMICAL	
yang	O	
lebih	O	
kuat	O	
seperti	O	
tretinoin	B-CHEMICAL	
memerlukan	O	
resep	O	
dokter	O	
dan	O	
membutuhkan	O	
pengawasan	O	
.	O	
		
Karena	O	
termasuk	O	
bahan	O	
aktif	O	
,	O	
maka	O	
sering	O	
kali	O	
memberikan	O	
efek	O	
samping	O	
seperti	O	
iritasi	B-DISEASE	
atau	O	
kemerahan	B-DISEASE	
pada	I-DISEASE	
kulit	I-DISEASE	
.	O	
		
-	O	
peptida	O	
:	O	
rangkaian	O	
rantai	O	
asam	B-CHEMICAL	
amino	I-CHEMICAL	
(	O	
protein	O	
)	O	
yang	O	
membantu	O	
merangsang	O	
kolagen	B-GENETIC	
.	O	
		
Mirip	O	
fungsinya	O	
seperti	O	
ceramide	B-CHEMICAL	
.	O	
		
Mana	O	
yang	O	
lebih	O	
cocok	O	
,	O	
sebaiknya	O	
Anda	O	
konsultasikan	O	
dengan	O	
dokter	O	
spesialis	O	
kulit	O	
mengingat	O	
kondisi	O	
kulit	O	
perlu	O	
di	O	
lihat	O	
secara	O	
langsung	O	
dan	O	
berbeda	O	
di	O	
setiap	O	
orangnya	O	
.	O	
		
Selain	O	
itu	O	
,	O	
tetap	O	
terapkan	O	
pola	O	
hidup	O	
sehat	O	
dimana	O	
selain	O	
dengan	O	
produk	O	
perawatan	O	
wajah	O	
juga	O	
mengkonsumsi	O	
sayuran	O	
dan	O	
buah	O	
serta	O	
minum	O	
air	O	
putih	O	
yang	O	
cukup	O	
agar	O	
kulit	O	
tetap	O	
terhidrasi	O	
dengan	O	
baik	O	
.	O	
		
Demikian	O	
yang	O	
bisa	O	
kami	O	
sampaikan	O	
Salam	O	
,	O	
Kulit	B-DISEASE	
Kering	I-DISEASE	
,	O	
Harus	O	
Bagaimana	O	
?	O	
		
Wanita	O	
,	O	
19	O	
tahun	O	
.	O	
		
Permisi	O	
dok	O	
,	O	
saya	O	
memiliki	O	
keluhan	O	
kulit	O	
wajag	O	
merah2	O	
perih	O	
dan	O	
berisisi	O	
kira2	O	
saya	O	
harus	O	
bagaimana	O	
ya	O	
dok	O	
Terimakasih	O	
Anda	O	
telah	O	
menggunakan	O	
layanan	O	
e	O	
-	O	
konsultasi	O	
klikdokter	O	
.	O	
com	O	
Kami	O	
memahami	O	
kekhawatiran	O	
Anda	O	
.	O	
		
Kulit	O	
yang	O	
merah	O	
,	O	
bersisik	O	
,	O	
dan	O	
perih	B-DISEASE	
merupakan	O	
ciri	O	
kondisi	B-DISEASE	
kulit	I-DISEASE	
yang	I-DISEASE	
kering	I-DISEASE	
.	O	
		
Beberapa	O	
faktor	O	
yang	O	
dapat	O	
menyebabkan	O	
kulit	B-DISEASE	
kering	I-DISEASE	
,	O	
di	O	
antaranya	O	
:	O	
Udara	O	
yang	O	
kering	O	
(	O	
kelembapan	O	
rendah	O	
)	O	
dan	O	
bersuhu	O	
dingin	O	
atau	O	
terlalu	O	
panas	O	
menyengat	O	
Sering	O	
mandi	O	
dengan	O	
air	O	
panas	O	
Sering	O	
berenang	O	
di	O	
air	O	
yang	O	
mengandung	O	
klorin	B-CHEMICAL	
Mandi	O	
dengan	O	
sabun	O	
yang	O	
bersifat	O	
â€œ	O	
keras	O	
â€	O	
untuk	O	
kulit	O	
akan	O	
menghilangkan	O	
kelembapan	O	
alami	O	
pada	O	
kulit	O	
.	O	
		
Umumnya	O	
sabun	O	
jenis	O	
ini	O	
akan	O	
meninggalkan	O	
rasa	O	
kesat	O	
pada	O	
kulit	O	
.	O	
		
Sering	O	
terpapar	O	
sinar	O	
ultraviolet	O	
matahari	O	
akan	O	
menimbulkan	O	
kerusakan	O	
lapisan	O	
kulit	O	
,	O	
sehingga	O	
dapat	O	
menyebabkan	O	
kulit	B-DISEASE	
kering	I-DISEASE	
,	O	
kendur	O	
,	O	
dan	O	
berkeriput	O	
Penyakit	B-DISEASE	
kulit	I-DISEASE	
tertentu	O	
seperti	O	
dermatitis	B-DISEASE	
atopik	I-DISEASE	
,	O	
psoriasis	B-DISEASE	
,	O	
iktiosis	B-DISEASE	
,	O	
dan	O	
lain	O	
-	O	
lain	O	
,	O	
dapat	O	
membuat	O	
kulit	O	
cenderung	O	
kering	O	
.	O	
		
Keluhan	B-DISEASE	
kulit	I-DISEASE	
Anda	O	
jiga	O	
bisa	O	
saja	O	
disebabkan	O	
karena	O	
alergi	B-DISEASE	
,	O	
iritasi	B-DISEASE	
,	O	
dan	O	
ketidak	B-DISEASE	
cocokan	I-DISEASE	
kulit	I-DISEASE	
dengan	O	
produk	O	
kosmetik	O	
atau	O	
pembersih	O	
wajah	O	
yang	O	
Anda	O	
gunakan	O	
.	O	
		
Sayang	O	
sekali	O	
kami	O	
tidak	O	
dapat	O	
menentukannya	O	
tanpa	O	
pemeriksaan	O	
secara	O	
langsung	O	
.	O	
		
Kami	O	
anjurkan	O	
anda	O	
memeriksakan	O	
kulit	O	
wajah	O	
anda	O	
kepada	O	
dokter	O	
spesialis	O	
kulit	O	
terdekat	O	
.	O	
		
Apabila	O	
penyebabnya	O	
telah	O	
ditemukan	O	
,	O	
maka	O	
kemudian	O	
dapat	O	
diberikan	O	
pengobatan	O	
yang	O	
optimal	O	
untuk	O	
mencegah	O	
kerusakan	O	
kulit	O	
lebih	O	
lanjut	O	
.	O	
		
Beberapa	O	
hal	O	
yang	O	
dapat	O	
dilakukan	O	
untuk	O	
merawat	O	
kulit	O	
agar	O	
tidak	O	
kering	O	
,	O	
antara	O	
lain	O	
:	O	
Gunakan	O	
pelembap	O	
.	O	
		
Jangan	O	
lupa	O	
untuk	O	
selalu	O	
menggunakan	O	
pelembap	O	
,	O	
baik	O	
di	O	
wajah	O	
maupun	O	
di	O	
tubuh	O	
.	O	
		
Mengoleskan	O	
pelembap	O	
selain	O	
bermanfaat	O	
untuk	O	
menambah	O	
hidrasi	O	
kulit	O	
,	O	
juga	O	
berfungsi	O	
untuk	O	
â€œ	O	
mengunci	O	
â€	O	
air	O	
atau	O	
kelembapan	O	
agar	O	
tidak	O	
menguap	O	
dari	O	
dalam	O	
kulit	O	
.	O	
		
Untuk	O	
pagi	O	
atau	O	
siang	O	
hari	O	
,	O	
gunakan	O	
pelembap	O	
dengan	O	
tekstur	O	
lebih	O	
ringan	O	
yang	O	
mengandung	O	
tabir	O	
surya	O	
(	O	
SPF	O	
minimal	O	
15	O	
)	O	
agar	O	
dapat	O	
menangkal	O	
pengaruh	O	
buruk	O	
sinar	O	
ultraviolet	O	
matahari	O	
.	O	
		
Untuk	O	
malam	O	
hari	O	
dapat	O	
digunakan	O	
pelembap	O	
yang	O	
lebih	O	
kental	O	
.	O	
		
Jika	O	
kulit	O	
Anda	O	
tidak	O	
terlalu	O	
kering	O	
,	O	
Anda	O	
dapat	O	
menggunakan	O	
jenis	O	
losion	O	
.	O	
		
Namun	O	
jika	O	
kulit	O	
Anda	O	
sangat	O	
kering	O	
,	O	
Anda	O	
harus	O	
menggunakan	O	
pelembap	O	
yang	O	
lebih	O	
kental	O	
,	O	
seperti	O	
krim	O	
,	O	
body	O	
butter	O	
,	O	
body	O	
balm	O	
,	O	
atau	O	
Anda	O	
juga	O	
dapat	O	
menambahkan	O	
minyak	O	
(	O	
minyak	O	
zaitun	O	
,	O	
baby	O	
oil	O	
,	O	
minyak	O	
kelapa	O	
,	O	
minyak	O	
argan	O	
,	O	
minyak	O	
jojoba	O	
,	O	
dan	O	
lain	O	
-	O	
lain	O	
)	O	
ke	O	
dalam	O	
pelembap	O	
tersebut	O	
.	O	
		
Saat	O	
terbaik	O	
mengoleskan	O	
pelembap	O	
adalah	O	
saat	O	
Anda	O	
baru	O	
selesai	O	
mandi	O	
,	O	
yakni	O	
ketika	O	
keadaan	O	
kulit	O	
masih	O	
setengah	O	
basah	O	
dan	O	
paling	O	
mudah	O	
menyerap	O	
pelembap	O	
tersebut	O	
.	O	
		
Jangan	O	
menggosok	O	
kulit	O	
dengan	O	
handuk	O	
untuk	O	
mengeringkannya	O	
,	O	
cukup	O	
tepuk	O	
dengan	O	
lembut	O	
agar	O	
terhindari	O	
dari	O	
iritasi	B-DISEASE	
.	O	
		
Jangan	O	
terlalu	O	
sering	O	
menggunakan	O	
scrub	O	
.	O	
		
Scrub	O	
memang	O	
penting	O	
digunakan	O	
untuk	O	
mengelupas	O	
sel	O	
-	O	
sel	O	
kulit	O	
mati	O	
agar	O	
kulit	O	
tampak	O	
bercahaya	O	
dan	O	
tidak	O	
kusam	O	
.	O	
		
Namun	O	
terlalu	O	
sering	O	
menggunakannya	O	
malah	O	
akan	O	
membuat	O	
kulit	O	
menjadi	O	
kering	O	
.	O	
		
Terlebih	O	
jika	O	
kulit	O	
Anda	O	
memang	O	
sudah	O	
kering	O	
,	O	
terlalu	O	
sering	O	
melakukan	O	
pengelupasan	O	
kulit	O	
malah	O	
akan	O	
membuat	O	
kulit	O	
menjadi	O	
semakin	O	
kering	O	
dan	O	
iritasi	B-DISEASE	
.	O	
		
Lakukan	O	
scrub	O	
maksimal	O	
seminggu	O	
sekali	O	
.	O	
		
Anda	O	
juga	O	
dapat	O	
menggunakan	O	
produk	O	
yang	O	
mengandung	O	
alpha	B-CHEMICAL	
hydroxy	I-CHEMICAL	
acid	I-CHEMICAL	
(	O	
AHA	B-CHEMICAL	
)	O	
atau	O	
beta	B-CHEMICAL	
hydroxy	I-CHEMICAL	
acid	I-CHEMICAL	
(	O	
BHA	B-CHEMICAL	
)	O	
yang	O	
dapat	O	
mengelupas	O	
kulit	O	
mati	O	
secara	O	
kimiawi	O	
tanpa	O	
menggunakan	O	
butiran	O	
kasar	O	
.	O	
		
Jangan	O	
gunakan	O	
air	O	
panas	O	
untuk	O	
mandi	O	
.	O	
		
Anda	O	
dapat	O	
menggunakan	O	
air	O	
dingin	O	
atau	O	
air	O	
hangat	O	
,	O	
bukan	O	
air	O	
panas	O	
.	O	
		
Jangan	O	
pula	O	
mandi	O	
terlalu	O	
lama	O	
.	O	
		
Batasi	O	
waktu	O	
mandi	O	
Anda	O	
maksimal	O	
10	O	
menit	O	
jika	O	
Anda	O	
memiliki	O	
kulit	O	
yang	O	
kering	O	
.	O	
		
Gunakan	O	
sabun	O	
lembut	O	
.	O	
		
Gunakan	O	
sabun	O	
lembut	O	
yang	O	
sesuai	O	
dengan	O	
keasaman	O	
(	O	
pH	O	
)	O	
kulit	O	
dan	O	
mengandung	O	
pelembap	O	
.	O	
		
Pada	O	
umumnya	O	
sabun	O	
ini	O	
akan	O	
meninggalkan	O	
kesan	O	
licin	O	
di	O	
kulit	O	
.	O	
		
Hindari	O	
sabun	O	
dengan	O	
kandungan	O	
yang	O	
terlalu	O	
keras	O	
,	O	
mengandung	O	
antiseptik	O	
,	O	
dan	O	
tidak	O	
sesuai	O	
dengan	O	
pH	O	
kulit	O	
.	O	
		
Umumnya	O	
sabun	O	
ini	O	
akan	O	
meninggalkan	O	
kesan	O	
kesat	O	
pada	O	
kulit	O	
,	O	
dan	O	
dapat	O	
membuat	O	
kulit	O	
menjadi	O	
kering	O	
.	O	
		
Jika	O	
kulit	O	
Anda	O	
sangat	O	
kering	O	
dan	O	
sedang	O	
mengalami	O	
iritasi	B-DISEASE	
atau	O	
infeksi	O	
,	O	
sabun	O	
batang	O	
dapat	O	
menjadi	O	
pilihan	O	
yang	O	
baik	O	
.	O	
		
Namun	O	
jika	O	
Anda	O	
tetap	O	
ingin	O	
menggunakan	O	
sabun	O	
cair	O	
,	O	
encerkan	O	
terlebih	O	
dahulu	O	
dengan	O	
air	O	
.	O	
		
Hati	O	
-	O	
hati	O	
memilih	O	
produk	O	
perawatan	O	
kulit	O	
.	O	
		
Jangan	O	
menggunakan	O	
produk	O	
yang	O	
mengandung	O	
alkohol	B-CHEMICAL	
,	O	
karena	O	
dapat	O	
membuat	O	
kulit	O	
menjadi	O	
lebih	O	
kering	O	
dan	O	
iritasi	B-DISEASE	
.	O	
		
Produk	O	
perawatan	O	
yang	O	
mengandung	O	
alkohol	B-CHEMICAL	
umumnya	O	
adalah	O	
toner	O	
.	O	
		
Anda	O	
dapat	O	
menggunakan	O	
toner	O	
lembut	O	
tanpa	O	
alkohol	B-CHEMICAL	
untuk	O	
kulit	B-DISEASE	
kering	I-DISEASE	
dan	O	
sensitif	O	
.	O	
		
Produk	O	
pembersih	O	
(	O	
cleanser	O	
)	O	
yang	O	
terlalu	O	
kuat	O	
juga	O	
dapat	O	
membuat	O	
kulit	B-DISEASE	
kering	I-DISEASE	
dan	O	
iritasi	B-DISEASE	
.	O	
		
Pilihlah	O	
produk	O	
pembersih	O	
dengan	O	
label	O	
â€œ	O	
hipoalergenik	O	
â€	O	
yang	O	
aman	O	
untuk	O	
kulit	B-DISEASE	
kering	I-DISEASE	
dan	O	
sensitif	O	
.	O	
		
Masker	O	
wajah	O	
yang	O	
bertujuan	O	
untuk	O	
menghilangkan	O	
komedo	O	
dan	O	
mengecilkan	O	
pori	O	
umumnya	O	
juga	O	
berpotensi	O	
untuk	O	
membuat	O	
kulit	O	
menjadi	O	
kering	O	
.	O	
		
Jika	O	
kulit	O	
Anda	O	
kering	O	
,	O	
pilihlah	O	
masker	O	
yang	O	
memberikan	O	
kelembapan	O	
dan	O	
dapat	O	
â€œ	O	
menenangkan	O	
â€	O	
kulit	O	
.	O	
		
Namun	O	
jika	O	
Anda	O	
juga	O	
memiliki	O	
masalah	O	
komedo	O	
dan	O	
pori	O	
yang	O	
besar	O	
,	O	
hanya	O	
gunakan	O	
masker	O	
komedo	O	
di	O	
area	O	
tertentu	O	
yang	O	
bermasalah	O	
.	O	
		
Riasan	O	
jenis	O	
bedak	O	
(	O	
powder	O	
)	O	
dan	O	
tanpa	O	
kilap	O	
(	O	
matte	O	
)	O	
tidak	O	
akan	O	
terlihat	O	
indah	O	
di	O	
kulit	O	
yang	O	
kering	O	
.	O	
		
Oleh	O	
karena	O	
itu	O	
,	O	
pilihlah	O	
riasan	O	
jenis	O	
krim	O	
atau	O	
cair	O	
agar	O	
dapat	O	
melekat	O	
dengan	O	
baik	O	
dan	O	
tahan	O	
lebih	O	
lama	O	
.	O	
		
Riasan	O	
jenis	O	
bedak	O	
hanya	O	
akan	O	
membuat	O	
tampilan	O	
kulit	B-DISEASE	
kering	I-DISEASE	
menjadi	O	
semakin	O	
jelas	O	
dan	O	
bersisik	O	
.	O	
		
Demikian	O	
informasi	O	
yang	O	
dapat	O	
disampaikan	O	
.	O	
		
Semoga	O	
bermanfaat	O	
.	O	
		
Salam	O	
,	O	
Rambut	B-DISEASE	
Rontok	I-DISEASE	
Pria	O	
,	O	
15	O	
tahun	O	
.	O	
		
Dok	O	
saya	O	
mau	O	
tanya	O	
kenapa	O	
ya	O	
rambut	O	
saya	O	
sering	O	
rontok	O	
dan	O	
kadang	O	
seperti	O	
ada	O	
cairan	O	
atau	O	
gak	O	
tau	O	
apa	O	
itu	O	
,	O	
mohon	O	
solusinya	O	
dok	O	
saya	O	
ingin	O	
kembali	O	
seperti	O	
biasa	O	
Halo	O	
Saya	O	
mengerti	O	
keluhan	O	
yang	O	
Anda	O	
sampaikan	O	
dan	O	
saya	O	
mengerti	O	
kekhawatiran	O	
Anda	O	
.	O	
		
Kerontkan	O	
rambut	O	
banyak	O	
penyebabnya	O	
bisa	O	
saja	O	
karena	O	
pengaruh	O	
genetik	O	
atau	O	
karena	O	
berhubungan	O	
penyakit	O	
seperti	O	
infeksi	B-DISEASE	
jamur	I-DISEASE	
atau	O	
hipotiroid	B-DISEASE	
.	O	
Namun	O	
untuk	O	
menegakkannya	O	
diperlukan	O	
pemeriksaan	O	
fisik	O	
langsung	O	
.	O	
		
Izinkan	O	
kami	O	
menjelaskan	O	
tentang	O	
berbagai	O	
penyebab	O	
kerontokan	O	
rambut	O	
.	O	
		
Pertumbuhan	O	
rambut	O	
normal	O	
berlangsung	O	
selama	O	
2	O	
-	O	
6	O	
tahun	O	
.	O	
		
Masing	O	
-	O	
masing	O	
rambut	O	
tumbuh	O	
sebanyak	O	
1	O	
cm	O	
/	O	
bulan	O	
dalam	O	
fase	O	
ini	O	
.	O	
		
Sekitar	O	
90	O	
%	O	
dari	O	
rambut	O	
di	O	
kepala	O	
tumbuh	O	
setiap	O	
saat	O	
,	O	
10	O	
%	O	
sisanya	O	
dalam	O	
fase	O	
istirahat	O	
.	O	
		
Setelah	O	
2	O	
-	O	
3	O	
bulan	O	
,	O	
rambut	O	
yang	O	
berada	O	
dalam	O	
fase	O	
istirahat	O	
rontok	O	
dan	O	
rambut	O	
baru	O	
mulai	O	
tumbuh	O	
pada	O	
tempat	O	
yang	O	
sama	O	
.	O	
		
Suatu	O	
hal	O	
yang	O	
normal	O	
apabila	O	
mendapatkan	O	
rambut	O	
yang	O	
rontok	O	
setiap	O	
hari	O	
.	O	
		
Rata	O	
-	O	
rata	O	
kulit	O	
kepala	O	
memiliki	O	
sekitar	O	
100	O	
.	O	
0	O	
helai	O	
rambut	O	
,	O	
dan	O	
secara	O	
kasar	O	
50	O	
-	O	
100	O	
helai	O	
rambut	O	
dapat	O	
rontok	O	
setiap	O	
hari	O	
.	O	
		
Hal	O	
tersebut	O	
masih	O	
berada	O	
di	O	
dalam	O	
batas	O	
normal	O	
.	O	
		
Rambut	O	
tipis	O	
diakibatkan	O	
karena	O	
kerontokan	O	
.	O	
		
Jika	O	
rambut	O	
Anda	O	
sudah	O	
rontok	O	
sekitar	O	
lebih	O	
dari	O	
100	O	
helai	O	
rambut	O	
/	O	
hari	O	
,	O	
terdapat	O	
beberapa	O	
hal	O	
yang	O	
dapat	O	
menjadi	O	
faktor	O	
penyebab	O	
,	O	
yaitu	O	
faktor	O	
herediter	O	
(	O	
keturunan	O	
)	O	
dan	O	
faktor	O	
yang	O	
didapat	O	
(	O	
karena	O	
penyakit	O	
atau	O	
keadaan	O	
tertentu	O	
)	O	
.	O	
		
Rambut	B-DISEASE	
rontok	I-DISEASE	
yang	O	
disebabkan	O	
oleh	O	
faktor	O	
herediter	O	
,	O	
tidak	O	
dapat	O	
disembuhkan	O	
,	O	
yang	O	
dapat	O	
dilakukan	O	
adalah	O	
mencegah	O	
agar	O	
kerontokan	O	
rambut	O	
tidak	O	
terlalu	O	
